0,./images/0701175912.810962_2D__0.bin,0701175912,./images/0701175912.810962_meta.txt
1,./images/0701175912.810962_2D__1.bin,0701175912,./images/0701175912.810962_meta.txt
2,./images/0701175912.980792_2D__0.bin,0701175912,./images/0701175912.980792_meta.txt
3,./images/0701175912.980792_2D__1.bin,0701175912,./images/0701175912.980792_meta.txt
4,./images/0701175913.144629_2D__0.bin,0701175912,./images/0701175913.144629_meta.txt
5,./images/0701175913.144629_2D__1.bin,0701175912,./images/0701175913.144629_meta.txt
6,./images/0701175913.329546_2D__0.bin,0701175912,./images/0701175913.329546_meta.txt
7,./images/0701175913.329546_2D__1.bin,0701175912,./images/0701175913.329546_meta.txt
8,./images/0701175913.530433_2D__0.bin,0701175912,./images/0701175913.530433_meta.txt
9,./images/0701175913.530433_2D__1.bin,0701175912,./images/0701175913.530433_meta.txt
10,./images/0701175913.736550_2D__0.bin,0701175912,./images/0701175913.736550_meta.txt
11,./images/0701175913.736550_2D__1.bin,0701175912,./images/0701175913.736550_meta.txt
12,./images/0701175913.952794_2D__0.bin,0701175912,./images/0701175913.952794_meta.txt
13,./images/0701175913.952794_2D__1.bin,0701175912,./images/0701175913.952794_meta.txt
14,./images/0701175914.162116_2D__0.bin,0701175912,./images/0701175914.162116_meta.txt
15,./images/0701175914.162116_2D__1.bin,0701175912,./images/0701175914.162116_meta.txt
16,./images/0701175914.368999_2D__0.bin,0701175912,./images/0701175914.368999_meta.txt
17,./images/0701175914.368999_2D__1.bin,0701175912,./images/0701175914.368999_meta.txt
18,./images/0701175914.574276_2D__0.bin,0701175912,./images/0701175914.574276_meta.txt
19,./images/0701175914.574276_2D__1.bin,0701175912,./images/0701175914.574276_meta.txt
20,./images/0701175914.780900_2D__0.bin,0701175912,./images/0701175914.780900_meta.txt
21,./images/0701175914.780900_2D__1.bin,0701175912,./images/0701175914.780900_meta.txt
22,./images/0701175914.977667_2D__0.bin,0701175912,./images/0701175914.977667_meta.txt
23,./images/0701175914.977667_2D__1.bin,0701175912,./images/0701175914.977667_meta.txt
24,./images/0701175915.143178_2D__0.bin,0701175912,./images/0701175915.143178_meta.txt
25,./images/0701175915.143178_2D__1.bin,0701175912,./images/0701175915.143178_meta.txt
26,./images/0701175915.309175_2D__0.bin,0701175912,./images/0701175915.309175_meta.txt
27,./images/0701175915.309175_2D__1.bin,0701175912,./images/0701175915.309175_meta.txt
28,./images/0701175915.476088_2D__0.bin,0701175912,./images/0701175915.476088_meta.txt
29,./images/0701175915.476088_2D__1.bin,0701175912,./images/0701175915.476088_meta.txt
30,./images/0701175915.644961_2D__0.bin,0701175912,./images/0701175915.644961_meta.txt
31,./images/0701175915.644961_2D__1.bin,0701175912,./images/0701175915.644961_meta.txt
32,./images/0701175915.848863_2D__0.bin,0701175912,./images/0701175915.848863_meta.txt
33,./images/0701175915.848863_2D__1.bin,0701175912,./images/0701175915.848863_meta.txt
34,./images/0701175916.055078_2D__0.bin,0701175912,./images/0701175916.055078_meta.txt
35,./images/0701175916.055078_2D__1.bin,0701175912,./images/0701175916.055078_meta.txt
36,./images/0701175916.263506_2D__0.bin,0701175912,./images/0701175916.263506_meta.txt
37,./images/0701175916.263506_2D__1.bin,0701175912,./images/0701175916.263506_meta.txt
38,./images/0701175916.469765_2D__0.bin,0701175912,./images/0701175916.469765_meta.txt
39,./images/0701175916.469765_2D__1.bin,0701175912,./images/0701175916.469765_meta.txt
40,./images/0701175916.676311_2D__0.bin,0701175912,./images/0701175916.676311_meta.txt
41,./images/0701175916.676311_2D__1.bin,0701175912,./images/0701175916.676311_meta.txt
42,./images/0701175916.882289_2D__0.bin,0701175912,./images/0701175916.882289_meta.txt
43,./images/0701175916.882289_2D__1.bin,0701175912,./images/0701175916.882289_meta.txt
44,./images/0701175917.083653_2D__0.bin,0701175912,./images/0701175917.083653_meta.txt
45,./images/0701175917.083653_2D__1.bin,0701175912,./images/0701175917.083653_meta.txt
46,./images/0701175943.605212_2D__0.bin,0701175943,./images/0701175943.605212_meta.txt
47,./images/0701175943.605212_2D__1.bin,0701175943,./images/0701175943.605212_meta.txt
48,./images/0701175943.786644_2D__0.bin,0701175943,./images/0701175943.786644_meta.txt
49,./images/0701175943.786644_2D__1.bin,0701175943,./images/0701175943.786644_meta.txt
50,./images/0701175943.961754_2D__0.bin,0701175943,./images/0701175943.961754_meta.txt
51,./images/0701175943.961754_2D__1.bin,0701175943,./images/0701175943.961754_meta.txt
52,./images/0701175944.175964_2D__0.bin,0701175943,./images/0701175944.175964_meta.txt
53,./images/0701175944.175964_2D__1.bin,0701175943,./images/0701175944.175964_meta.txt
54,./images/0701175944.350036_2D__0.bin,0701175943,./images/0701175944.350036_meta.txt
55,./images/0701175944.350036_2D__1.bin,0701175943,./images/0701175944.350036_meta.txt
56,./images/0701175944.522484_2D__0.bin,0701175943,./images/0701175944.522484_meta.txt
57,./images/0701175944.522484_2D__1.bin,0701175943,./images/0701175944.522484_meta.txt
